Season,OfficialID,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,DOB,POB,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,Headshot,Initials,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus
2023,21570,5,DeAndre,Torrey,,RB,,D. Torrey,5070,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Deandre_Torrey_21570.png,,North Texas,Active
2023,21651,61,Dohnovan,West,,OL,,D. West,6033,,,,,,,,,,,7,,,,Arizona St,Active
2023,21674,71,Isaiah,Williams,,OL,,I. Williams,6031,1993-05-05,,,,,,,,,,7,,,,Akron,Active
2023,21739,44,Vic,Beasley,,LB,,V. Beasley,6030,1992-07-08,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Vic_Beasley_21739.png,,Clemson,Active
2023,21744,48,D.J.,Calhoun,,LB,,D. Calhoun,5110,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/DJ_Calhoun_21744.png,,Arizona St,Active
2023,21752,,Nick,Guggemos,,TE,,N. Guggemos,6045,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Guggemos_21752.png,,St Thomas,Reserve List
2023,21753,1,Mister,Harriel,,DB,,M. Harriel,6000,1997-02-15,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mister_Harriel_21753.png,,Cal St-Sacramento,Active
2023,21784,17,Michael,Carrizosa,,ST,,M. Carrizosa,5094,1995-09-18,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Michael_Carrizosa_21784.png,,San Jose St,Active
2023,21794,40,Adam,Higuera,,ST,,A. Higuera,6007,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Adam_Higuera_21794.png,,Tulsa,Active
2023,21872,8,John,Lovett,,RB,,J. Lovett,5114,,,,,,,,,,,7,,,,Penn St,Active
2023,21882,10,Mathew,Sexton,,WR,,M. Sexton,5096,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mathew_Sexton_21882.png,,Eastern Michigan,Active
2023,21911,65,Jamil,Demby,,OL,,J. Demby,6044,1996-06-20,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jamil_Demby_21911.png,,Maine,Active
2023,21923,57,Matt,Cohen,,OL,,M. Cohen,6050,1993-08-25,,,,,,,,,,7,,,,Louisville,Reserve List
2023,21943,6,Keylon,Kennedy,,DB,,K. Kennedy,5110,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Keylon_Kennedy_21943.png,,Garden City Cc,Active
2023,21948,90,Jah'Sheem,Martin,,DL,,J. Martin,6022,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jahsheem_Martin_21948.png,,Pace,Active
2023,21960,23,Maximilian,Roberts,,DL,,M. Roberts,6010,,,,,,,,,,,7,,,,Boston College,Active
2023,21966,97,LaRon,Stokes,,DL,,L. Stokes,6036,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Laron_Stokes_21966.png,,Oklahoma,Active
2023,21968,0,Pita,Taumoepenu,,LB,,P. Taumoepenu,6012,1994-03-09,,,,,,,,,,7,,,,Utah,Active
2023,21975,88,Robert,Windsor,,DL,,R. Windsor,6044,1997-01-15,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Robert_Windsor_21975.png,,Penn St,Active
2023,22325,19,Geronimo,Allison,,WR,,G. Allison,6031,1994-01-18,,,,,,,,,,7,,,,Illinois,Active
2023,22785,99,Destiny,Vaeao,,DL,,D. Vaeao,6040,,,,,,,,,,,7,,,,Washington St,Active
2023,22846,,Connor,Wedington,,WR,,C. Wedington,6004,,,,,,,,,,,7,,,,Stanford,Reserve List
2023,22847,56,Larry,Williams,,OL,,L. Williams,6044,,,,,,,,,,,7,,,,Oklahoma St,Active
2023,22858,69,Kahlil,McKenzie,,OL,,K. McKenzie,6030,,,,,,,,,,,7,,,,Tennessee,Active
2023,22876,2,Brett,Hundley,,QB,,B. Hundley,6030,,,,,,,,,,,7,,,,UCLA,Active
2023,22885,45,Martrell,Spaight,,LB,,M. Spaight,6000,,,,,,,,,,,7,,,,Arkansas,Active
