season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,Down,Distance,MapRoleKicker,FootballStatus,FootballPlayResult,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRolePasser,MapRoleReceiver,MapRolePassDefender,FootballZone,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_TOP,Result,MapRoleTackler1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleRusher,FootballYards,Drive_Yards,MapRoleSacker1,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,FootballMainScoringPlay,FootballConvAttPts,FootballKickYards,MapRoleTackler2,FootballTimeoutTeamId,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRoleKickreturner,FootballKickRetYards,MapRoleQbHitter,MapRoleSacker2,punt_attempt
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,586,1677377408.0,76208,2023-02-25 21:10:08.000000,EventFootballRush,1-10-VGS 29 (0:11) 4 A. Smith rush to VGS 12 for 17 yards (27 N. Hill),,True,3,0,11,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,117,2302006-DC-at-VGS,11,911,911,0:11,2,2,Home,29,20,8,,,,0.0,29,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,20.0,9.0,4:13, ,20690,,,,,21427,17.0,68.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,587,1677377647.0,76447,2023-02-25 21:14:07.000000,EventFootballRush,"1-10-VGS 12 (14:58) 3 D. King rush for 12 yards, TOUCHDOWN",,True,4,14,58,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,118,2302006-DC-at-VGS,898,898,898,14:58,2,2,Home,12,20,8,,,,0.0,12,3,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,20.0,10.0,4:21,TD,,,,,,21981,12.0,80.0,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,588,1677377689.0,76489,2023-02-25 21:14:49.000000,EventFootballPat1PtRush,3 D. King 1-pt conversion rush attempt GOOD,,True,4,14,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,119,2302006-DC-at-VGS,892,892,892,14:52,2,2,Home,2,20,8,,,,0.0,2,9,6,,,,StatusOfficial,,,,,,,1,,,,,,,,,,,21981,2.0,,,,,,,,ScoreTypeConv,1.0,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,589,1677377751.0,76551,2023-02-25 21:15:51.000000,EventFootballKickoff,34 M. McCrane kicks from DC 30. 10 M. Sexton to VGS 28 for 17 yards (29 K. Brice),,True,4,14,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,120,2302006-DC-at-VGS,892,892,892,14:52,2,2,Visitor,30,21,7,,,,1.0,30,10,6,,,34,StatusOfficial,ResultKickReturned,Home,28.0,,,,,,,,,,20180,,,,,,,,,,,,,,,,,,,,,,,,22296,17.0,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,590,1677377848.0,76648,2023-02-25 21:17:28.000000,EventFootballPass,"1-10-VGS 28 (14:29) 2 B. Hundley pass to 16 T. Koontz to VGS 38 for 10 yards (15 M. Joseph, 5 R. Northrup)",,True,4,14,29,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,121,2302006-DC-at-VGS,869,869,869,14:29,2,2,Home,28,21,7,,,,1.0,72,10,6,1.0,10.0,,StatusOfficial,ResultPassComplete,,,22876,20903,,1,Home,28.0,7.0,3:56,FUMBLE,22862,,,,,,10.0,16.0,,,,,,,,,,21148,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,591,1677377889.0,76689,2023-02-25 21:18:09.000000,EventFootballSack,2-1-VGS 37 (13:47) 2 B. Hundley sacked at VGS 33 for -4 yards (95 J. Owens),,True,4,13,47,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,122,2302006-DC-at-VGS,827,827,827,13:47,2,2,Home,37,21,7,,,,1.0,63,10,6,2.0,1.0,,StatusOfficial,,,,22876,,,,Home,28.0,7.0,3:56,FUMBLE,,,,,,,-4.0,16.0,21174,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,592,1677377912.0,76712,2023-02-25 21:18:32.000000,EventFootballPass,3-5-VGS 33 (13:24) 2 B. Hundley pass to 10 M. Sexton to VGS 44 for 11 yards (57 A. Hines),,True,4,13,24,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,123,2302006-DC-at-VGS,804,804,804,13:24,2,2,Home,33,21,7,,,,1.0,67,10,6,3.0,5.0,,StatusOfficial,ResultPassComplete,,,22876,21882,,1,Home,28.0,3.0,1:52, ,20699,,,,,,11.0,16.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,593,1677377938.0,76738,2023-02-25 21:18:58.000000,EventFootballPass,1-10-VGS 44 (12:58) 2 B. Hundley pass to 10 M. Sexton to VGS 45 for 1 yard (9 K. Sails),,True,4,12,58,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,124,2302006-DC-at-VGS,778,778,778,12:58,2,2,Home,44,21,7,,,,1.0,56,10,6,1.0,10.0,,StatusOfficial,ResultPassComplete,,,22876,21882,,1,Home,28.0,4.0,2:09, ,21360,,,,,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,594,1677377977.0,76777,2023-02-25 21:19:37.000000,EventFootballRush,2-9-VGS 45 (12:20) 15 R. Smith rush to VGS 46 for 1 yard (17 D. Bellamy),,True,4,12,20,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,125,2302006-DC-at-VGS,740,740,740,12:20,2,2,Home,45,21,7,,,,1.0,55,10,6,2.0,9.0,,StatusOfficial,,,,,,,1,Home,28.0,5.0,2:42, ,22416,,,,,21447,1.0,18.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,595,1677378018.0,76818,2023-02-25 21:20:18.000000,EventFootballRush,3-8-VGS 46 (11:39) 2 B. Hundley rush to DC 48 for 6 yards (95 J. Owens),,True,4,11,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,126,2302006-DC-at-VGS,699,699,699,11:39,2,2,Home,46,21,7,,,,1.0,54,10,6,3.0,8.0,,StatusOfficial,,,,,,,1,Home,28.0,6.0,3:43, ,21174,,,,,22876,6.0,24.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,596,1677378060.0,76860,2023-02-25 21:21:00.000000,EventFootballSack,"4-2-DC 48 (10:56) 2 B. Hundley sacked at Midfield for -2 yards Fumbled by 2 B. Hundley,  Forced by 17 D. Bellamy Recovered by 20 J. Brooks (57 A. Hines)",,True,4,10,56,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,127,2302006-DC-at-VGS,656,656,656,10:56,2,2,Visitor,48,21,7,,,,1.0,48,10,6,4.0,2.0,,StatusOfficial,,Home,44.0,22876,,,,Home,28.0,7.0,3:56,FUMBLE,,,,,,,-2.0,16.0,20699,7,22876,8,20189,22416,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,597,1677378127.0,76927,2023-02-25 21:22:07.000000,EventFootballRush,1-10-VGS 44 (10:49) 4 A. Smith rush to VGS 43 for 1 yard (0 P. Taumoepenu),,True,4,10,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,128,2302006-DC-at-VGS,649,649,649,10:49,2,2,Home,44,22,8,,,,0.0,44,10,6,1.0,10.0,,StatusOfficial,,,,,,,1,Home,44.0,1.0,0:13, ,21968,,,,,21427,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,598,1677378163.0,76963,2023-02-25 21:22:43.000000,EventFootballRush,2-9-VGS 43 (10:19) 23 R. Armstead rush to VGS 33 for 10 yards (88 R. Windsor),,True,4,10,19,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,129,2302006-DC-at-VGS,619,619,619,10:19,2,2,Home,43,22,8,,,,0.0,43,10,6,2.0,9.0,,StatusOfficial,,,,,,,1,Home,44.0,2.0,0:44, ,21975,,,,,20053,10.0,11.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,599,1677378374.0,77174,2023-02-25 21:26:14.000000,EventFootballRush,1-10-VGS 33 (10:01) 23 R. Armstead rush to VGS 37 for -4 yards (88 R. Windsor),,True,4,10,1,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,130,2302006-DC-at-VGS,601,601,601,10:01,2,2,Home,33,22,8,,,,0.0,33,10,6,1.0,10.0,,StatusOfficial,,,,,,,11,Home,44.0,5.0,2:20,TD,21975,,,,,20053,-4.0,44.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,600,1677378416.0,77216,2023-02-25 21:26:56.000000,EventFootballRush,2-12-VGS 35 (9:19) 4 A. Smith rush to VGS 6 for 29 yards (1 M. Harriel),,True,4,9,19,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,131,2302006-DC-at-VGS,559,559,559,9:19,2,2,Home,35,22,8,,,,0.0,35,10,6,2.0,12.0,,StatusOfficial,,,,,,,1,Home,44.0,5.0,2:20,TD,21753,,,,,21427,29.0,44.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,601,1677378563.0,77363,2023-02-25 21:29:23.000000,EventFootballRush,"1-9-VGS 9 (8:43) 4 A. Smith rush for 9 yards, TOUCHDOWN",,True,4,8,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,132,2302006-DC-at-VGS,523,523,523,8:43,2,2,Home,9,22,8,,,,0.0,9,10,6,1.0,9.0,,StatusOfficial,,,,,,,1,Home,44.0,5.0,2:16,TD,,,,,,21427,9.0,44.0,,,,,,,ScoreTypeTd,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,602,1677378606.0,77406,2023-02-25 21:30:06.000000,EventFootballPat2PtPass,3 D. King 2-pt conversion pass to 82 E. Wolf GOOD,,True,4,8,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,133,2302006-DC-at-VGS,516,516,516,8:36,2,2,Home,5,22,8,,,,0.0,5,16,6,,,,StatusOfficial,ResultPassComplete,,,21981,21711,,1,,,,,,,,,,,,5.0,,,,,,,,ScoreTypeConv,2.0,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,603,1677378666.0,77466,2023-02-25 21:31:06.000000,EventFootballKickoff,34 M. McCrane kicks from DC 30. 5 D. Torrey to VGS 21 for 6 yards (20 J. Brooks),,True,4,8,36,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,134,2302006-DC-at-VGS,516,516,516,8:36,2,2,Visitor,30,23,7,,,,1.0,30,18,6,,,34,StatusOfficial,ResultKickReturned,Home,21.0,,,,,,,,,,20189,,,,,,,,,,,,,,,,,,,,,,,,21148,6.0,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,604,1677378900.0,77700,2023-02-25 21:35:00.000000,EventFootballPass,1-10-VGS 21 (8:23) 2 B. Hundley pass incomplete to 15 R. Smith,,True,4,8,23,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,135,2302006-DC-at-VGS,503,503,503,8:23,2,2,Home,21,23,7,,,,1.0,79,18,6,1.0,10.0,,StatusOfficial,ResultPassIncomplete,,,22876,21447,21148,1,Home,21.0,1.0,0:18, ,,,,,,,,,,,,,,,,,,,,,,,,,,,21623,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,605,1677378935.0,77735,2023-02-25 21:35:35.000000,EventFootballPass,2-10-VGS 21 (7:59) 2 B. Hundley pass incomplete to 19 G. Allison,,True,4,7,59,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,136,2302006-DC-at-VGS,479,479,479,7:59,2,2,Home,21,23,7,,,,1.0,79,18,6,2.0,10.0,,StatusOfficial,ResultPassIncomplete,,,22876,22325,,1,Home,21.0,2.0,0:37, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,606,1677378974.0,77774,2023-02-25 21:36:14.000000,EventFootballPass,3-10-VGS 21 (7:33) 2 B. Hundley pass to 89 C. Sutton to VGS 34 for 13 yards (9 K. Sails),,True,4,7,33,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,137,2302006-DC-at-VGS,453,453,453,7:33,2,2,Home,21,23,7,,,,1.0,79,18,6,3.0,10.0,,StatusOfficial,ResultPassComplete,,,22876,21502,,1,Home,21.0,6.0,3:44,PUNT,21360,,,,,,13.0,14.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,607,1677379010.0,77810,2023-02-25 21:36:50.000000,EventFootballSack,"1-10-VGS 36 (6:57) 2 B. Hundley sacked at VGS 31 for -5 yards (99 J. Wallace, 48 A. Mintze)",,True,4,6,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,138,2302006-DC-at-VGS,417,417,417,6:57,2,2,Home,36,23,7,,,,1.0,64,18,6,1.0,10.0,,StatusOfficial,,,,22876,,,,Home,21.0,4.0,2:03, ,,,,,,,-5.0,10.0,21623,,,,,,,,,,,,,,,,,,,21080,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,608,1677379040.0,77840,2023-02-25 21:37:20.000000,EventFootballPass,2-15-VGS 31 (6:27) 2 B. Hundley pass to 15 R. Smith to VGS 34 for 3 yards (20 J. Brooks),,True,4,6,27,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,139,2302006-DC-at-VGS,387,387,387,6:27,2,2,Home,31,23,7,,,,1.0,69,18,6,2.0,15.0,,StatusOfficial,ResultPassComplete,,,22876,21447,,1,Home,21.0,5.0,2:31, ,20189,,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,609,1677379119.0,77919,2023-02-25 21:38:39.000000,EventFootballPenalty,"3-12-VGS 34 (5:49) PENALTY on 64 M. Miller, 10 yards",,True,4,5,49,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,140,2302006-DC-at-VGS,349,349,349,5:49,2,2,Home,34,23,7,,,,1.0,66,18,6,3.0,12.0,,StatusOfficial,,,,,,,,Home,21.0,6.0,3:44,PUNT,,,,,,,,14.0,,,,,,,,,,,,7,21075,10.0,ResultPenaltyRepeatdown,NA,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,610,1677379145.0,77945,2023-02-25 21:39:05.000000,EventFootballPass,3-17-VGS 29 (5:32) 2 B. Hundley pass to 14 C. Sweeting to VGS 40 for 11 yards (96 J. Panasiuk),,True,4,5,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,141,2302006-DC-at-VGS,332,332,332,5:32,2,2,Home,29,23,7,,,,1.0,71,18,6,3.0,17.0,,StatusOfficial,ResultPassComplete,,,22876,21507,,1,Home,21.0,6.0,3:44,PUNT,21182,,,,,,11.0,14.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,611,1677379184.0,77984,2023-02-25 21:39:44.000000,EventFootballPunt,"4-11-VGS 35 (4:52) 17 M. Carrizosa punts 37 yards from VGS 35 to 12 J. Ezzard, Fair Catch at DC 28",,True,4,4,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,142,2302006-DC-at-VGS,292,292,292,4:52,2,2,Home,35,23,7,,,,1.0,65,18,6,4.0,11.0,,StatusOfficial,ResultKickFaircatch,Visitor,28.0,,,,,Home,21.0,6.0,3:44,PUNT,,21784,21933,37.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,1
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,612,1677379234.0,78034,2023-02-25 21:40:34.000000,EventFootballRush,1-10-DC 28 (4:47) 23 R. Armstead rush to DC 33 for 5 yards (1 M. Harriel),,True,4,4,47,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,143,2302006-DC-at-VGS,287,287,287,4:47,2,2,Visitor,28,24,8,,,,0.0,72,18,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,28.0,1.0,0:26, ,21753,,,,,20053,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,613,1677379272.0,78072,2023-02-25 21:41:12.000000,EventFootballRush,2-5-DC 33 (4:08) 23 R. Armstead rush to DC 36 for 3 yards (95 B. Jones),,True,4,4,8,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,144,2302006-DC-at-VGS,248,248,248,4:08,2,2,Visitor,33,24,8,,,,0.0,67,18,6,2.0,5.0,,StatusOfficial,,,,,,,1,Visitor,28.0,2.0,0:52, ,20832,,,,,20053,3.0,8.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,614,1677379314.0,78114,2023-02-25 21:41:54.000000,EventFootballRush,3-2-DC 36 (3:27) 23 R. Armstead rush to DC 44 for 8 yards (1 M. Harriel),,True,4,3,27,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,145,2302006-DC-at-VGS,207,207,207,3:27,2,2,Visitor,36,24,8,,,,0.0,64,18,6,3.0,2.0,,StatusOfficial,,,,,,,1,Visitor,28.0,9.0,4:51, ,21753,,,,,20053,8.0,37.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,615,1677379348.0,78148,2023-02-25 21:42:28.000000,EventFootballRush,1-10-DC 44 (2:52) 4 A. Smith rush to DC 48 for 4 yards (20 J. Johnson),,True,4,2,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,146,2302006-DC-at-VGS,172,172,172,2:52,2,2,Visitor,44,24,8,,,,0.0,56,18,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,28.0,4.0,2:04, ,20811,,,,,21427,4.0,20.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,616,1677379399.0,78199,2023-02-25 21:43:19.000000,EventFootballTimeout,Timeout by Vegas Vipers at 2:47,,True,4,2,47,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,147,2302006-DC-at-VGS,167,167,167,2:47,2,2,Visitor,48,24,8,,,,0.0,52,18,6,2.0,6.0,,StatusOfficial,,,,,,,,Visitor,28.0,4.0,2:04, ,,,,,,,,20.0,,,,,,,,,,,7,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,617,1677379419.0,78219,2023-02-25 21:43:39.000000,EventFootballRush,"2-6-DC 48 (2:44) 4 A. Smith rush to VGS 47 for 5 yards (97 L. Stokes, 88 R. Windsor)",,True,4,2,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,148,2302006-DC-at-VGS,164,164,164,2:44,2,1,Visitor,48,24,8,,,,0.0,52,18,6,2.0,6.0,,StatusOfficial,,,,,,,1,Visitor,28.0,9.0,4:51, ,21966,,,,,21427,5.0,37.0,,,,,,,,,,21975,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,618,1677379500.0,78300,2023-02-25 21:45:00.000000,EventFootballRush,3-2-VGS 46 (2:38) 3 D. King rush to VGS 43 for 3 yards (44 V. Beasley),,True,4,2,38,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,149,2302006-DC-at-VGS,158,158,158,2:38,2,1,Home,46,24,8,,,,0.0,46,18,6,3.0,2.0,,StatusOfficial,,,,,,,1,Visitor,28.0,9.0,4:51, ,21739,,,,,21981,3.0,37.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,619,1677379773.0,78573,2023-02-25 21:49:33.000000,EventFootballRush,1-10-VGS 44 (1:57) 23 R. Armstead rush to VGS 41 for 3 yards (11 P. Dawson),,True,4,1,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,150,2302006-DC-at-VGS,117,117,117,1:57,2,1,Home,44,24,8,,,,0.0,44,18,6,1.0,10.0,,StatusOfficial,,,,,,,1,Visitor,28.0,9.0,4:51, ,20374,,,,,20053,3.0,39.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,620,1677379816.0,78616,2023-02-25 21:50:16.000000,EventFootballRush,2-7-VGS 41 (1:15) 23 R. Armstead rush to VGS 40 for 1 yard (97 L. Stokes),,True,4,1,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,151,2302006-DC-at-VGS,75,75,75,1:15,2,1,Home,41,24,8,,,,0.0,41,18,6,2.0,7.0,,StatusOfficial,,,,,,,1,Visitor,28.0,9.0,4:51, ,21966,,,,,20053,1.0,39.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,621,1677379880.0,78680,2023-02-25 21:51:20.000000,EventFootballRush,3-7-VGS 40 (0:10) 4 A. Smith rush to VGS 35 for 5 yards (97 L. Stokes),,True,4,0,10,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,152,2302006-DC-at-VGS,10,10,10,0:10,2,1,Home,40,24,8,,,,0.0,40,18,6,3.0,7.0,,StatusOfficial,,,,,,,1,Visitor,28.0,9.0,4:51, ,21966,,,,,21427,5.0,37.0,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,391,1677379911.168438,,2023-02-25 21:51:51.168438,EventEnd,Game End Marker,,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,10020,2302006-DC-at-VGS,0,0,0,0:00,2,1,Home,33,24,8,,,,0.0,33,18,6,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,DC,8,VGS,7,622,1677893951.164254,,2023-03-03 20:39:11.164254,EventOfficial,Game Official Marker,,True,4,0,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_25_DC@VGS,,QBStat,10025,2302006-DC-at-VGS,0,0,0,0:00,2,1,Home,35,24,8,,,,0.0,35,18,6,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
