season,game_id,away_team_abv,away_team_id,home_team_abv,home_team_id,MarkerId,MarkerUTC,MarkerLTC,play_date_time,play_type,desc,comments,IsOfficial,qtr,ClockMinutes,ClockSeconds,game_half,SourceType,EventId,SituationCode,SourceId,SourceNativeMarkerId,OfficialCode,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,time,VisTimeouts,HomeTimeouts,BallOn_Side,BallOn_YardNum,DriveNum,pos_team_ID,PossTeamAbv,LastPlaySummary,LastPlayStatus,home_team_has_pos,yardline_100,VisScore,HomeScore,MapRoleTackler1,MapRoleKicker,MapRoleKickreturner,FootballStatus,FootballPlayResult,FootballKickRetYards,FootballSetBallOn_VisOrHome,FootballSetBallOn_YardNum,MapRoleRusher,Down,Distance,FootballZone,FootballYards,Drive_Start_VisOrHome,Drive_Start_YardNum,Drive_Plays,Drive_Yards,Drive_TOP,Result,MapRolePasser,MapRoleReceiver,MapRoleTackler2,FootballMainScoringPlay,FootballConvAttPts,FootballPenalty_TeamId,FootballPenalty_PlayerId,FootballPenalty_Yards,FootballPenalty_PenaltyResult,FootballPenalty_Description,MapRolePassDefender,MapRoleSacker1,MapRolePunter,MapRolePuntreturner,FootballPuntYards,FootballPuntRetYards,MapRoleQbHitter,FootballTimeoutTeamId,FootballFumble_TeamFumbled,FootballFumble_PlayerFumbled,FootballFumble_TeamRecovered,FootballFumble_PlayerRecovered,FootballFumble_PlayerForcedFumble,MapRoleInterceptor,FootballMiscScore_MiscScoreType,FootballMiscScore_TeamId,FootballMiscScore_PlayerId,FootballExtraYards_IndivOrTeam,FootballExtraYards_TeamId,FootballExtraYards_PlayerId,FootballExtraYards_Yards,MapRoleSacker2,punt_attempt,pass_touchdown,rush_touchdown,field_goal_attempt,field_goal_made,touchdown
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,228,1676757489.0,61089,2023-02-18 21:58:09.000000,EventFootballPass,3-4-VGS 33 (5:34) 12 L. Perez pass incomplete to 4 M. Bryant,,True,3,5,34,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,104,2302001-VGS-at-ARL,334,1234,1234,5:34,3,2,Visitor,33,18,7,,,,0.0,67,14,12,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,4.0,3,,Visitor,27.0,3.0,6.0,1:12, ,21207,20218,,,,,,,,,20654,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,230,1676757531.0,61131,2023-02-18 21:58:51.000000,EventFootballRush,4-4-VGS 33 (5:00) 17 M. Carrizosa rush to VGS 35 for 2 yards (23 K. Ford),,True,3,5,0,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,105,2302001-VGS-at-ARL,300,1200,1200,5:00,3,2,Visitor,33,18,7,,,,0.0,67,14,12,20502,,,StatusOfficial,,,,,21784,4.0,4.0,3,2.0,Visitor,27.0,4.0,8.0,1:47,DOWNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,232,1676757679.0,61279,2023-02-18 22:01:19.000000,EventFootballTimeout,Timeout by Vegas Vipers at 4:58,,True,3,4,58,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,106,2302001-VGS-at-ARL,298,1198,1198,4:58,3,2,Visitor,35,19,1,,,,1.0,35,14,12,,,,StatusOfficial,,,,,,1.0,10.0,,,Home,,,,0:00, ,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,234,1676757699.0,61299,2023-02-18 22:01:39.000000,EventFootballPass,1-10-VGS 35 (4:53) 9 D. Plitt pass to 17 J. Smallwood to VGS 13 for 22 yards (22 A. Sparks),,True,3,4,53,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,107,2302001-VGS-at-ARL,293,1193,1193,4:53,2,2,Visitor,35,19,1,,,,1.0,35,14,12,21462,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,1,22.0,Visitor,35.0,1.0,22.0,0:16, ,21243,21426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,239,1676757799.0,61399,2023-02-18 22:03:19.000000,EventFootballPass,1-10-VGS 13 (4:15) 9 D. Plitt pass to 19 B. Arconado to VGS 7 for 6 yards (9 D. Anderson),,True,3,4,15,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,108,2302001-VGS-at-ARL,255,1155,1155,4:15,2,2,Visitor,13,19,1,,,,1.0,13,14,12,20039,,,StatusOfficial,ResultPassComplete,,,,,1.0,10.0,3,6.0,Visitor,35.0,3.0,28.0,1:15, ,21243,20050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,238,1676757839.0,61439,2023-02-18 22:03:59.000000,EventFootballPass,2-4-VGS 7 (3:44) 9 D. Plitt pass incomplete to 19 B. Arconado,,True,3,3,44,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,109,2302001-VGS-at-ARL,224,1124,1124,3:44,2,2,Visitor,7,19,1,,,,1.0,7,14,12,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,4.0,1,,Visitor,35.0,3.0,28.0,1:14, ,21243,20050,,,,,,,,,20690,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,241,1676757876.0,61476,2023-02-18 22:04:36.000000,EventFootballPass,3-4-VGS 7 (3:22) 9 D. Plitt pass incomplete to 2 D. Smith,,True,3,3,22,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,110,2302001-VGS-at-ARL,202,1102,1102,3:22,2,2,Visitor,7,19,1,,,,1.0,7,14,12,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,4.0,3,,Visitor,35.0,4.0,28.0,1:54, ,21243,22305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,243,1676757919.0,61519,2023-02-18 22:05:19.000000,EventFootballFg,4-4-VGS 7 (2:43) 1 T. Russolino 25 yard field goal is GOOD,,True,3,2,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,111,2302001-VGS-at-ARL,163,1063,1063,2:43,2,2,Visitor,7,19,1,,,,1.0,7,14,12,,21359,,StatusOfficial,ResultKickMade,,,,,4.0,4.0,,25.0,Visitor,35.0,5.0,28.0,2:17,FG,,,,ScoreTypeFg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,1.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,245,1676758000.0,61600,2023-02-18 22:06:40.000000,EventFootballKickoff,1 T. Russolino kicks from ARL 30. 5 D. Torrey to VGS 25 for 15 yards (36 C. Schooler),,True,3,2,42,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,112,2302001-VGS-at-ARL,162,1062,1062,2:42,2,2,Home,30,20,7,,,,0.0,30,14,15,21379,21753,20693,StatusOfficial,ResultKickReturned,15.0,Visitor,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,247,1676758050.0,61650,2023-02-18 22:07:30.000000,EventFootballPass,1-10-VGS 25 (2:30) 12 L. Perez pass incomplete to 13 J. Badet,,True,3,2,30,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,113,2302001-VGS-at-ARL,150,1050,1050,2:30,2,2,Visitor,25,20,7,,,,0.0,75,14,15,,,,StatusOfficial,ResultPassIncomplete,,,,,1.0,10.0,2,,Visitor,25.0,1.0,,0:39, ,21207,20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,249,1676758090.0,61690,2023-02-18 22:08:10.000000,EventFootballPass,"2-10-VGS 25 (1:52) 12 L. Perez pass to 19 G. Allison to VGS 30 for 5 yards (36 C. Schooler, 29 S. Brown)",,True,3,1,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,114,2302001-VGS-at-ARL,112,1012,1012,1:52,2,2,Visitor,25,20,7,,,,0.0,75,14,15,21379,,,StatusOfficial,ResultPassComplete,,,,,2.0,10.0,2,5.0,Visitor,25.0,2.0,5.0,1:09, ,21207,22325,20212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,252,1676758134.0,61734,2023-02-18 22:08:54.000000,EventFootballPass,3-5-VGS 30 (1:07) 12 L. Perez pass incomplete to 13 J. Badet,,True,3,1,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,115,2302001-VGS-at-ARL,67,967,967,1:07,2,2,Visitor,30,20,7,,,,0.0,70,14,15,,,,StatusOfficial,ResultPassIncomplete,,,,,3.0,5.0,3,,Visitor,25.0,3.0,5.0,2:06, ,21207,20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,355,1676758177.0,61777,2023-02-18 22:09:37.000000,EventFootballPunt,"4-5-VGS 30 (0:33) 17 M. Carrizosa punts 0 yards from VGS 30 to VGS 30. 4 J. Powell to ARL 39 for 9 yards (20 J. Johnson, 16 T. Koontz)",,True,3,0,33,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,116,2302001-VGS-at-ARL,33,933,933,0:33,2,2,Visitor,30,20,7,,,,0.0,70,14,15,20,,,StatusOfficial,ResultKickReturned,,Home,39.0,,4.0,5.0,,,Visitor,25.0,3.0,5.0,2:10,PUNT,,,22529,,,,,,,,,,21784,21251,0.0,9.0,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,256,1676758226.0,61826,2023-02-18 22:10:26.000000,EventFootballRush,"1-10-ARL 39 (0:17) 2 D. Smith rush to ARL 45 for 6 yards (48 D. Calhoun, 88 R. Windsor)",,True,3,0,17,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,117,2302001-VGS-at-ARL,17,917,917,0:17,2,2,Home,39,21,1,,,,1.0,61,14,15,21744,,,StatusOfficial,,,,,22305,1.0,10.0,2,6.0,Home,39.0,1.0,6.0,0:17, ,,,21975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,261,1676758466.0,62066,2023-02-18 22:14:26.000000,EventFootballRush,2-4-ARL 45 (14:57) 2 D. Smith rush to ARL 47 for 2 yards (25 M. Evans),,True,4,14,57,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,118,2302001-VGS-at-ARL,897,897,897,14:57,2,2,Home,45,21,1,,,,1.0,55,14,15,20461,,,StatusOfficial,,,,,22305,2.0,4.0,2,2.0,Home,39.0,2.0,8.0,0:51, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,263,1676758505.0,62105,2023-02-18 22:15:05.000000,EventFootballPass,3-2-ARL 47 (14:18) 9 D. Plitt pass to 80 S. Cannella to VGS 46 for 7 yards (48 D. Calhoun),,True,4,14,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,119,2302001-VGS-at-ARL,858,858,858,14:18,2,2,Home,47,21,1,,,,1.0,53,14,15,21744,,,StatusOfficial,ResultPassComplete,,,,,3.0,2.0,3,7.0,Home,39.0,3.0,15.0,1:16, ,21243,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,265,1676758558.0,62158,2023-02-18 22:15:58.000000,EventFootballPenalty,"1-10-VGS 46 (13:39) PENALTY on Arlington Renegades, 5 yards",,True,4,13,39,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,120,2302001-VGS-at-ARL,819,819,819,13:39,2,2,Visitor,46,21,1,,,,1.0,46,14,15,,,,StatusOfficial,,,,,,1.0,10.0,,,Home,39.0,3.0,10.0,1:43, ,,,,,,1,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,267,1676758589.0,62189,2023-02-18 22:16:29.000000,EventFootballRush,1-15-ARL 49 (13:18) 23 K. Ford rush to VGS 42 for 9 yards (20 J. Johnson),,True,4,13,18,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,121,2302001-VGS-at-ARL,798,798,798,13:18,2,2,Home,49,21,1,,,,1.0,51,14,15,20811,,,StatusOfficial,,,,,20502,1.0,15.0,2,9.0,Home,39.0,4.0,19.0,2:23, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,269,1676758626.0,62226,2023-02-18 22:17:06.000000,EventFootballPass,2-6-VGS 42 (12:41) 9 D. Plitt pass incomplete to 11 L. Winningham,,True,4,12,41,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,122,2302001-VGS-at-ARL,761,761,761,12:41,2,2,Visitor,42,21,1,,,,1.0,42,14,15,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,6.0,6,,Home,39.0,5.0,19.0,2:46, ,21243,21707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,271,1676758666.0,62266,2023-02-18 22:17:46.000000,EventFootballSack,3-6-VGS 42 (12:06) 9 D. Plitt sacked at VGS 43 for -1 yards (97 L. Stokes),,True,4,12,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,123,2302001-VGS-at-ARL,726,726,726,12:06,2,2,Visitor,42,21,1,,,,1.0,42,14,15,,,,StatusOfficial,,,,,,3.0,6.0,,-1.0,Home,39.0,6.0,18.0,3:43, ,21243,,,,,,,,,,,21966,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,273,1676758725.0,62325,2023-02-18 22:18:45.000000,EventFootballPenalty,"4-7-VGS 43 (11:26) PENALTY on Vegas Vipers, 5 yards",,True,4,11,26,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,124,2302001-VGS-at-ARL,686,686,686,11:26,2,2,Visitor,43,21,1,,,,1.0,43,14,15,,,,StatusOfficial,,,,,,4.0,7.0,,,Home,39.0,6.0,23.0,3:56, ,,,,,,7,TM,5.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,275,1676758778.0,62378,2023-02-18 22:19:38.000000,EventFootballPass,4-2-VGS 38 (11:07) 9 D. Plitt pass to 85 T. Vaughns to VGS 32 for 6 yards (6 K. Kennedy),,True,4,11,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,125,2302001-VGS-at-ARL,667,667,667,11:07,2,2,Visitor,38,21,1,,,,1.0,38,14,15,21943,,,StatusOfficial,ResultPassComplete,,,,,4.0,2.0,3,6.0,Home,39.0,7.0,29.0,4:36, ,21243,22363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,277,1676758813.0,62413,2023-02-18 22:20:13.000000,EventFootballRush,1-10-VGS 32 (10:32) 2 D. Smith rush to VGS 29 for 3 yards (9 D. Anderson),,True,4,10,32,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,126,2302001-VGS-at-ARL,632,632,632,10:32,2,2,Visitor,32,21,1,,,,1.0,32,14,15,20039,,,StatusOfficial,,,,,22305,1.0,10.0,2,3.0,Home,39.0,8.0,32.0,5:08, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,279,1676758854.0,62454,2023-02-18 22:20:54.000000,EventFootballRush,2-7-VGS 29 (9:52) 9 D. Plitt rush to VGS 18 for 11 yards (25 M. Evans),,True,4,9,52,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,127,2302001-VGS-at-ARL,592,592,592,9:52,2,2,Visitor,29,21,1,,,,1.0,29,14,15,20461,,,StatusOfficial,,,,,21243,2.0,7.0,1,11.0,Home,39.0,9.0,43.0,5:43, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,281,1676758889.0,62489,2023-02-18 22:21:29.000000,EventFootballRush,1-10-VGS 18 (9:20) 23 K. Ford rush to VGS 17 for 1 yard (25 M. Evans),,True,4,9,20,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,128,2302001-VGS-at-ARL,560,560,560,9:20,2,2,Visitor,18,21,1,,,,1.0,18,14,15,20461,,,StatusOfficial,,,,,20502,1.0,10.0,1,1.0,Home,39.0,10.0,44.0,6:15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,283,1676758921.0,62521,2023-02-18 22:22:01.000000,EventFootballRush,"2-9-VGS 17 (8:51) 23 K. Ford rush to VGS 9 for 8 yards (9 D. Anderson, 23 M. Roberts)",,True,4,8,51,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,129,2302001-VGS-at-ARL,531,531,531,8:51,2,2,Visitor,17,21,1,,,,1.0,17,14,15,20039,,,StatusOfficial,,,,,20502,2.0,9.0,2,8.0,Home,39.0,11.0,52.0,6:55, ,,,21960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,285,1676758949.0,62549,2023-02-18 22:22:29.000000,EventFootballRush,3-1-VGS 9 (8:23) 9 D. Plitt rush to VGS 6 for 3 yards (90 J. Martin),,True,4,8,23,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,130,2302001-VGS-at-ARL,503,503,503,8:23,2,2,Visitor,9,21,1,,,,1.0,9,14,15,21948,,,StatusOfficial,,,,,21243,3.0,1.0,2,3.0,Home,39.0,12.0,55.0,7:27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,287,1676758986.0,62586,2023-02-18 22:23:06.000000,EventFootballRush,1-6-VGS 6 (7:46) 23 K. Ford rush to VGS 1 for 5 yards (48 D. Calhoun),,True,4,7,46,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,131,2302001-VGS-at-ARL,466,466,466,7:46,2,2,Visitor,6,21,1,,,,1.0,6,14,15,21744,,,StatusOfficial,,,,,20502,1.0,6.0,2,5.0,Home,39.0,13.0,60.0,7:53, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,289,1676759025.0,62625,2023-02-18 22:23:45.000000,EventFootballRush,2-1-VGS 1 (7:07) 9 D. Plitt rush to VGS 1 for 0 yards (48 D. Calhoun),,True,4,7,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,132,2302001-VGS-at-ARL,427,427,427,7:07,2,2,Visitor,1,21,1,,,,1.0,1,14,15,21744,,,StatusOfficial,,,,,21243,2.0,1.0,2,0.0,Home,39.0,14.0,60.0,8:45, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,291,1676759068.0,62668,2023-02-18 22:24:28.000000,EventFootballRush,3-1-VGS 1 (6:24) 23 K. Ford rush to VGS 1 for 0 yards (9 D. Anderson),,True,4,6,24,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,133,2302001-VGS-at-ARL,384,384,384,6:24,2,2,Visitor,1,21,1,,,,1.0,1,14,15,20039,,,StatusOfficial,,,,,20502,3.0,1.0,3,0.0,Home,39.0,15.0,60.0,9:09, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,306,1676759112.0,62712,2023-02-18 22:25:12.000000,EventFootballSack,"4-1-VGS 1 (5:43) 9 D. Plitt sacked at VGS 3 for -2 yards (97 L. Stokes, 44 V. Beasley)",,True,4,5,43,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,134,2302001-VGS-at-ARL,343,343,343,5:43,2,2,Visitor,1,21,1,,,,1.0,1,14,15,,,,StatusOfficial,,,,,,4.0,1.0,,-2.0,Home,39.0,16.0,58.0,9:50,DOWNS,21243,,,,,,,,,,,21966,,,,,,,,,,,,,,,,,,,,21739,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,295,1676759319.0,62919,2023-02-18 22:28:39.000000,EventFootballRush,1-10-VGS 3 (5:40) 15 R. Smith rush to VGS 4 for 1 yard (36 C. Schooler),,True,4,5,40,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,135,2302001-VGS-at-ARL,340,340,340,5:40,2,2,Visitor,3,22,7,,,,0.0,97,14,15,21379,,,StatusOfficial,,,,,21447,1.0,10.0,2,1.0,Visitor,3.0,1.0,1.0,0:12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,300,1676759352.0,62952,2023-02-18 22:29:12.000000,EventFootballPass,2-9-VGS 4 (5:07) 12 L. Perez pass incomplete to 4 M. Bryant,,True,4,5,7,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,136,2302001-VGS-at-ARL,307,307,307,5:07,2,2,Visitor,4,22,7,,,,0.0,96,14,15,,,,StatusOfficial,ResultPassIncomplete,,,,,2.0,9.0,3,,Visitor,3.0,2.0,-1.0,1:24, ,21207,20218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,299,1676759404.0,63004,2023-02-18 22:30:04.000000,EventFootballPenalty,"3-9-VGS 4 (4:31) PENALTY on 64 M. Miller, 2 yards",,True,4,4,31,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,137,2302001-VGS-at-ARL,271,271,271,4:31,2,2,Visitor,4,22,7,,,,0.0,96,14,15,,,,StatusOfficial,,,,,,3.0,9.0,,,Visitor,3.0,2.0,-1.0,1:14, ,,,,,,7,21075,2.0,ResultPenaltyRepeatdown,NA,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,303,1676759435.0,63035,2023-02-18 22:30:35.000000,EventFootballPass,"3-11-VGS 2 (4:06) 12 L. Perez pass intended for 4 M. Bryant INTERCEPTED by 41 D. Bausby returned 6 yards , INT RET TD scored by 41 D. Bausby",,True,4,4,6,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,138,2302001-VGS-at-ARL,246,246,246,4:06,2,2,Visitor,2,22,7,,,,0.0,98,14,15,,,,StatusOfficial,ResultPassInterception,,Visitor,2.0,,3.0,11.0,1,,Visitor,3.0,3.0,-1.0,1:37,INT,21207,20218,,,,,,,,,,,,,,,,,,,,,,20099,ScoreTypeIntrettd,1,20099,,,,,,0,0.0,0.0,0.0,0.0,0.0
2023,FOOTBALL_XFL_2023_2_18_VGS@ARL,VGS,7,ARL,1,305,1676759491.0,63091,2023-02-18 22:31:31.000000,EventFootballPat1PtRush,2 D. Smith 1-pt conversion rush attempt GOOD,,True,4,4,3,Half2,MaSourceTypeOfficialScoring,FOOTBALL_XFL_2023_2_18_VGS@ARL,,QBStat,139,2302001-VGS-at-ARL,243,243,243,4:03,2,2,Visitor,2,23,1,,,,1.0,2,14,21,,,,StatusOfficial,,,,,22305,,,2,2.0,,,,,,,,,,ScoreTypeConv,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0
